37447088360,830751,SURGE&reg;,Leatherman,,SQUARE BIT,PREMIUM SHEATH,BOX,124.8,99.85,4,62.4
37447097782,830078,WAVE&reg;,Leatherman,,,PREMIUM SHEATH,BOX,108,89.85,48,54
37447101076,831985,JUICE&reg; S2,Leatherman,GRANITE GRAY,,PREMIUM SHEATH,GIFT,80,,48,40
37447102073,930378,CARABINER CAP LIFTER,Leatherman,,,,PKG,8,,24,4
37447102110,831665,WAVE&reg;,Leatherman,BLACK,CAP CRIMP & SQUARE BIT,MOLLE BLACK,PEG,119.1,99.85,12,59.55
37447103124,831556,REBAR&reg;,Leatherman,,,STANDARD SHEATH,PEG,70,59.85,12,35
37447106866,831148,SUPER TOOL&reg; 300,Leatherman,,,STANDARD SHEATH,BOX,90,79.85,48,45
37447108198,832160,RAPTOR&trade;,Leatherman,ORANGE,,MOLLE,PEG,80,69.85,12,40
37447108631,831332,WAVE&reg;,Leatherman,BLACK,CAP CRIMPER,MOLLE BLACK,BOX,119.1,99.85,48,59.55
37447108884,831229,SQUIRT&reg; PS4,Leatherman,BLUE,,,PEG,40,,12,20
37447109959,831333,SURGE&reg;,Leatherman,BLACK,,MOLLE BLACK,BOX,136.5,104.85,48,68.25
37447114885,64320181N,MICRA&reg;,Leatherman,BLACK,ALUMINUM,,BOX,33,,48,16.5
37447114892,831364,SUPER TOOL&reg; 300 EOD,Leatherman,BLACK,,MOLLE BROWN,PEG,114,99.85,12,57
37447117008,830108,WAVE&reg;,Leatherman,,SQUARE BIT,PREMIUM SHEATH,BOX,108,89.85,48,54
37447130076,930377,SAW-METAL CUTTING TSHANK,Leatherman,BLACK,SUPER TOOL&reg; 300 EOD,,PKG,3,,24,1.5
37447132513,831865,STYLE PS,Leatherman,RED, ,,AS PEG,33,,12,16.5
37447143403,8600251N,CRATER&reg; C33X,Leatherman,BLACK,,,BOX,33,,48,16.5
37447145650,832253,TREAD&trade; LINK 8,Leatherman,BLACK,,,PKG,33,,24,16.5
37447146466,931012,REMOVABLE BIT DRIVER,Leatherman,,,,PKG,20,,24,10
37447148316,831346,WAVE&reg;,Leatherman,BLACK,SQUARE BIT,MOLLE BLACK,BOX,119.1,99.85,48,59.55
37447152658,930382,PUNCH,Leatherman,BLACK,"3/32""",,PKG,10,,24,5
37447153921,831645,OHT&reg;,Leatherman,BLACK,,MOLLE BROWN,PEG,96,79.85,12,48
37447155284,831230,SQUIRT&reg; PS4,Leatherman,BLUE,,,BOX,40,,48,20
37447156779,831231,SQUIRT&reg; PS4,Leatherman,BLUE,,,GIFT,42,,50,21
37447160226,832136,REV&trade;,Leatherman,, ,STANDARD SHEATH,BOX,41.6,,24,20.8
37447161209,831838,LEAP&trade;,Leatherman,GREEN,,,GIFT,56,,48,28
37447169755,831232,SQUIRT&reg; PS4,Leatherman,BLACK,,,PEG,40,,12,20
37447170386,830079,WAVE&reg;,Leatherman,,,STANDARD SHEATH,BOX,107,89.85,48,53.5
37447170836,832249,TREAD&trade; LINK 4,Leatherman,BLACK,,,PKG,41.5,,24,20.75
37447175299,832137,REV&trade;,Leatherman,,,STANDARD SHEATH,GIFT,43.6,,24,21.8
37447177231,831640,OHT&reg;,Leatherman,COYOTE TAN,,MOLLE BLACK,BOX,108,89.85,48,54
37447178030,831334,SURGE&reg;,Leatherman,BLACK,,PREMIUM SHEATH,BOX,131.4,99.85,48,65.7
37447179693,831347,WAVE&reg;,Leatherman,BLACK,CAP CRIMPER,MOLLE BLACK,BOX,119.1,99.85,48,59.55
37447180514,862540N,CRATER&reg; C33X,Leatherman,BLACK,,,PEG,33,,12,16.5
37447189760,831859,JAM,Leatherman,,NOT FOR CLIMBING,,PEG,15,,12,7.5
37447192043,831802,PUMP&trade;,Leatherman,BLACK,,MOLLE BLACK,BOX,32,,48,16
37447193576,831335,SURGE&reg;,Leatherman,BLACK,,STANDARD SHEATH,BOX,130.4,99.85,48,65.2
37447193910,831944,JUICE&reg; S2,Leatherman,GRANITE GRAY,,PREMIUM SHEATH,BOX,78,,48,39
37447195969,832241,TREAD&trade; LINK 8,Leatherman,STAINLESS,,,PKG,27.5,,24,13.75
37447200427,831149,SUPER TOOL&reg; 300,Leatherman,,,STANDARD SHEATH,PEG,90,79.85,12,45
37447201813,831988,JUICE&reg; CS4,Leatherman,GRANITE GRAY,,,GIFT,89,,48,44.5
37447204333,831873,CRATER C33SX,Leatherman,BLACK,,,BOX INT,60,,24,30
37447206290,832021,TREAD&trade; QM1,Leatherman,STAINLESS,,,BOX,500,499.85,12,250
37447209765,934810,SHEATH,Leatherman,BLACK,CHARGE&reg; & WAVE&reg;,STANDARD SHEATH,PKG,5,,24,2.5
37447210112,830127,WAVE&reg;,Leatherman,,SQUARE BIT,PREMIUM SHEATH,GIFT,110,89.85,24,55
37447211102,832135,REV&trade;,Leatherman,,,STANDARD SHEATH,PEG,41.6,,12,20.8
37447214219,831837,LEAP&trade;,Leatherman,GREEN,,,PEG,54,,12,27
37447215308,832254,TREAD&trade; LINK 9,Leatherman,BLACK,,,PKG,33,,24,16.5
37447218163,830109,WAVE&reg;,Leatherman,,SQUARE BIT,STANDARD SHEATH,BOX,107,89.85,48,53.5
37447222948,831935,JUICE&reg; C2,Leatherman,GRANITE GRAY,,,BOX,64.5,,48,32.25
37447224553,831643,OHT&reg;,Leatherman,BLACK,,MOLLE BLACK,PEG,96,79.85,12,48
37447230059,831348,SURGE&reg;,Leatherman,BLACK,SQUARE BIT,MOLLE BLACK,BOX,136.5,104.85,48,68.25
37447230288,931013,REMOVABLE BIT DRIVER,Leatherman,BLACK,,,PKG,26.6,,24,13.3
37447233876,831861,JAM,Leatherman,,NOT FOR CLIMBING,,BOX INT,15,,24,7.5
37447234767,931003,SAW & FILE REPLACEMENT,Leatherman,,,BLACK SLEEVE,PKG,5,,24,2.5
37447236693,930350,CUTTER INSERTS,Leatherman,,,,PKG,10,,24,5
37447240560,831948,JUICE&reg; XE6,Leatherman,MOSS GREEN,,PREMIUM SHEATH,BOX,112,,48,56
37447240614,850111N,MUT&reg;,Leatherman,,,MOLLE BLACK,PEG,187.8,159.85,12,93.9
37447242342,830232,SURGE&reg;,Leatherman,,SQUARE BIT,PREMIUM SHEATH,BOX,124.8,99.85,48,62.4
37447247064,831233,SQUIRT&reg; PS4,Leatherman,BLACK,,,BOX,40,,48,20
37447248887,831349,SURGE&reg;,Leatherman,BLACK,SQUARE BIT,PREMIUM SHEATH,BOX,131.4,99.85,48,65.7
37447250170,831365,SUPER TOOL&reg; 300 EOD,Leatherman,BLACK,,MOLLE BLACK,PEG,114,99.85,12,57
37447251405,831234,SQUIRT&reg; PS4,Leatherman,BLACK,,,GIFT,42,,50,21
37447252853,831862,JAM & STYLE PS,Leatherman,,NOT FOR CLIMBING,,PEG,48,,12,24
37447260070,831121,FREESTYLE&reg;,Leatherman,,,,BOX,48,,48,24
37447260940,831639,OHT&reg;,Leatherman,BLACK,,MOLLE BLACK,BOX,96,79.85,48,48
37447261213,832246,TREAD&trade; LINK 1,Leatherman,BLACK,,,PKG,33,,24,16.5
37447261824,830110,WAVE&reg;,Leatherman,,SQUARE BIT,PREMIUM SHEATH,PEG,108,89.85,12,54
37447266812,830762N,CHARGE&reg; ALX,Leatherman,BLACK,,MOLLE BLACK,PEG,173.1,149.85,12,86.55
37447268786,831235,SQUIRT&reg; ES4,Leatherman,RED,,,PEG,40,,12,20
37447274718,64350181N,MICRA&reg;,Leatherman,GREEN,ALUMINUM,,BOX,33,,48,16.5
37447275975,832120,BY THE NUMBER #5,Leatherman,,,,PEG,8,,24,4
37447278112,832266,SIGNAL&trade;,Leatherman,,,STANDARD SHEATH,GIFT,126.6,99.85,24,63.3
37447278914,831236,SQUIRT&reg; ES4,Leatherman,RED,,,BOX,40,,48,20
37447279508,830080,WAVE&reg;,Leatherman,,,PREMIUM SHEATH,PEG,108,89.85,12,54
37447280207,832248,TREAD&trade; LINK 3,Leatherman,BLACK,,,PKG,33,,24,16.5
37447281556,831789,SKELETOOL SX,Leatherman,,,,BOX INT,80,,24,40
37447282454,831560,REBAR&reg;,Leatherman,,,LEATHER BOX,BOX,71,59.85,48,35.5
37447284496,831979,JUICE&reg; C2,Leatherman,SUNRISE YELLOW,,PREMIUM SHEATH,GIFT,70.5,,48,35.25
37447285417,832258,SIGNAL&trade;,Leatherman,,,,PEG,120,99.85,12,60
37447287343,831037,SKELETOOL&reg;,Leatherman,,SQUARE BIT,,GIFT,72,,24,36
37447288333,860111N,CRATER&reg; C33L,Leatherman,,,,BOX,34,,48,17
37447290213,831237,SQUIRT&reg; ES4,Leatherman,RED,,,GIFT,42,,50,21
37447293702,832116,BY THE NUMBER #1,Leatherman,,,,PEG,7,,24,3.5
37447301568,831122,FREESTYLE&reg;,Leatherman,,,,PEG,48,,12,24
37447304774,831123,FREESTYLE&reg;,Leatherman,,,,GIFT,50,,48,25
37447304934,831994,JUICE&reg; XE6,Leatherman,GRANITE GRAY,,,GIFT,110,,48,55
37447322754,64010082N,MICRA&reg;,Leatherman,,,,GIFT,31,,50,15.5
37447326585,64350183N,MICRA&reg;,Leatherman,GREEN,ALUMINUM,,PEG,33,,12,16.5
37447328718,831559,REBAR&reg;,Leatherman,,,LEATHER BOX,PEG,71,59.85,12,35.5
37447330520,64320082N,MICRA&reg;,Leatherman,BLACK,ALUMINUM,,GIFT,35,,50,17.5
37447330803,832256,TREAD&trade; LINK 11,Leatherman,BLACK,,,PKG,33,,24,16.5
37447331107,831797,CAM&trade;,Leatherman,BLACK,,MOLLE BLACK,PEG,34,,12,17
37447333330,8601140N,CRATER&reg; C33L,Leatherman,,,,PEG,34,,12,17
37447340284,831038,SKELETOOL&reg; CX,Leatherman,,SQUARE BIT,,GIFT,104,,24,52
37447347177,831238,SQUIRT&reg; ES4,Leatherman,BLUE,,,PEG,40,,12,20
37447347269,64330181N,MICRA&reg;,Leatherman,RED,ALUMINUM,,BOX,33,,48,16.5
37447347528,831558,REBAR&reg;,Leatherman,,,STANDARD SHEATH,GIFT,72,59.85,24,36
37447347832,831945,JUICE&reg; XE6,Leatherman,GRANITE GRAY,,,BOX,108,,48,54
37447349010,830165,SURGE&reg;,Leatherman,,,PREMIUM SHEATH,BOX,124.8,99.85,48,62.4
37447349690,830166,SURGE&reg;,Leatherman,,,STANDARD SHEATH,BOX,123.8,99.85,48,61.9
37447353178,830167,SURGE&reg;,Leatherman,,,PREMIUM SHEATH,PEG,124.8,99.85,12,62.4
37447362200,850112N,MUT&reg;,Leatherman,,,MOLLE BLACK,BOX,187.8,159.85,48,93.9
37447363382,931014,BIT KIT,Leatherman,,,,PKG,24,,24,12
37447373374,930379,POCKET CLIP,Leatherman,,SIDEKICK&reg;,,PKG,5,,24,2.5
37447379369,8601251N,CRATER&reg; C33LX,Leatherman,BLACK,,,BOX,42.6,,48,21.3
37447380785,830128,WAVE&reg;,Leatherman,,SQUARE BIT,STANDARD SHEATH,GIFT,109,89.85,24,54.5
37447382543,860121N,CRATER&reg; C33LX,Leatherman,,,,BOX,34,,48,17
37447386015,931015,BIT DRIVER EXTENDER,Leatherman,BLACK,,,PKG,23.3,,24,11.65
37447387678,8601540N,CRATER&reg; C33LX,Leatherman,BLACK,,,PEG,42.6,,12,21.3
37447387869,831239,SQUIRT&reg; ES4,Leatherman,BLUE,,,BOX,40,,48,20
37447388002,8601240N,CRATER&reg; C33LX,Leatherman,,,,PEG,34,,12,17
37447389023,831240,SQUIRT&reg; ES4,Leatherman,BLUE,,,GIFT,42,,50,21
37447390104,831840,LEAP&trade;,Leatherman,BLUE,,,PEG,54,,12,27
37447390395,64330183N,MICRA&reg;,Leatherman,RED,ALUMINUM,,PEG,33,,12,16.5
37447390739,830233,SURGE&reg;,Leatherman,,SQUARE BIT,STANDARD SHEATH,BOX,123.8,99.85,48,61.9
37447391408,831435,WINGMAN&reg;,Leatherman,,,,PEG,48,,12,24
37447392993,930360,CUTTER INSERTS,Leatherman,BLACK,EOD,,PKG,10.5,,24,5.25
37447395857,830168,SURGE&reg;,Leatherman,,,STANDARD SHEATH,PEG,123.8,99.85,12,61.9
37447396038,831679,BREWZER&trade;,Leatherman,,,,BOX,5,,48,2.5
37447396427,830081,WAVE&reg;,Leatherman,,,STANDARD SHEATH,PEG,107,89.85,12,53.5
37447396564,860211N,CRATER&reg; C33T,Leatherman,,,,BOX,46,,48,23
37447398889,64330082N,MICRA&reg;,Leatherman,RED,ALUMINUM,,GIFT,35,,50,17.5
37447401282,831241,SQUIRT&reg; ES4,Leatherman,BLACK,,,PEG,40,,12,20
37447401992,930905,SHEATH,Leatherman,BLACK,JUICE&reg;,PREMIUM SHEATH,PKG,5,,24,2.5
37447412882,831978,JUICE&reg; C2,Leatherman,SUNRISE YELLOW,,,GIFT,66.5,,48,33.25
37447413841,830234,SURGE&reg;,Leatherman,,SQUARE BIT,PREMIUM SHEATH,PEG,124.8,99.85,12,62.4
37447414107,830694,CHARGE&reg; AL,Leatherman,,,PREMIUM SHEATH,BOX,160,139.85,48,80
37447422454,930381,SHEATH,Leatherman,BLACK,REBAR&reg;,STANDARD SHEATH,PKG,5,,24,2.5
37447423321,830695,CHARGE&reg; AL,Leatherman,,,STANDARD SHEATH,BOX,159,139.85,48,79.5
37447424489,830696,CHARGE&reg; AL,Leatherman,,,PREMIUM SHEATH,PEG,160,139.85,12,80
37447427473,850121N,MUT&reg;,Leatherman,BLACK,,MOLLE BLACK,PEG,187.8,159.85,12,93.9
37447429248,832129,REV&trade;,Leatherman,,,,PEG,37,,12,18.5
37447432934,832158,RAPTOR&trade;,Leatherman,ORANGE,,MOLLE,BOX,80,69.85,24,40
37447433887,830697,CHARGE&reg; AL,Leatherman,,,STANDARD SHEATH,PEG,159,139.85,12,79.5
37447435034,930355,CUTTER INSERTS,Leatherman,BLACK,,,PKG,10.5,,24,5.25
37447437977,832022,TREAD&trade; QM1,Leatherman,BLACK,,,BOX,600,599.85,12,300
37447439230,831796,OHT&reg;,Leatherman,SILVER,,MOLLE BLACK,BOX,96,79.85,48,48
37447441691,831242,SQUIRT&reg; ES4,Leatherman,BLACK,,,BOX,40,,48,20
37447442537,8602140N,CRATER&reg; C33T,Leatherman,,,,PEG,46,,12,23
37447444043,64340082N,MICRA&reg;,Leatherman,BLUE,ALUMINUM,,GIFT,35,,50,17.5
37447448744,832165,RAPTOR&trade;,Leatherman,TAN,,MOLLE,PEG,80,69.85,12,40
37447449383,832176,RAPTOR&trade;,Leatherman,TAN,,UTILITY,PEG,80,69.85,12,40
37447449888,831243,SQUIRT&reg; ES4,Leatherman,BLACK,,,GIFT,42,,50,21
37447450246,831782,HAIL,Leatherman,,NOT FOR CLIMBING,,BOX INT,20,,24,10
37447451928,934825,SHEATH,Leatherman,BLACK,REBAR&reg;,LEATHER BOX,PKG,6,,24,3
37447454264,64350082N,MICRA&reg;,Leatherman,GREEN,ALUMINUM,,GIFT,35,,50,17.5
37447456404,831740,RAPTOR&trade;,Leatherman,BLACK,,MOLLE,PEG,80,69.85,12,40
37447456633,831800,PUMP&trade;,Leatherman,BLACK,,MOLLE BLACK,PEG,32,,12,16
37447456916,831980,JUICE&reg; C2,Leatherman,GRANITE GRAY,,,GIFT,66.5,,48,33.25
37447461507,939909,CUTTER,Leatherman,,Z-REX,,PKG,10,,24,5
37447462061,930361,CARBON SCRAPER,Leatherman,,MUT&reg;,,PKG,6,,24,3
37447463587,831742,RAPTOR&trade;,Leatherman,BLACK,,MOLLE,BOX,80,69.85,24,40
37447465437,830170,SURGE&reg;,Leatherman,,,STANDARD SHEATH,GIFT,125.8,99.85,24,62.9
37447466632,831843,LEAP&trade;,Leatherman,RED,,,PEG,54,,12,27
37447468032,831350,SURGE&reg;,Leatherman,BLACK,SQUARE BIT,STANDARD SHEATH,BOX,130.4,99.85,48,65.2
37447469343,64320183N,MICRA&reg;,Leatherman,BLACK,ALUMINUM,,PEG,33,,12,16.5
37447470011,831864,JAM & STYLE PS,Leatherman,,NOT FOR CLIMBING,,BOX INT,48,,24,24
37447470271,831491,STYLE&reg; PS,Leatherman,,,,BOX,33,,48,16.5
37447477942,831244,STYLE&reg; CS,Leatherman,,,,PEG,25,,12,12.5
37447478697,831150,SUPER TOOL&reg; 300,Leatherman,,,STANDARD SHEATH,GIFT,92,79.85,24,46
37447479229,831245,STYLE&reg; CS,Leatherman,,,,BOX,25,,48,12.5
37447481161,64380082N,MICRA&reg;,Leatherman,GRAY,ALUMINUM,,GIFT,35,,50,17.5
37447484155,830698,CHARGE&reg; AL,Leatherman,,,PREMIUM SHEATH,GIFT,162,139.85,24,81
37447487514,8602251N,CRATER&reg; C33TX,Leatherman,BLACK,,,BOX,54.6,,48,27.3
37447491276,930362,PUNCH,Leatherman,BLACK,EOD,,PKG,5,,24,2.5
37447491566,930363,PUNCH,Leatherman,,"1/8""",,PKG,5,,24,2.5
37447493096,831436,WINGMAN&reg;,Leatherman,,,,BOX,48,,48,24
37447494000,831563,REBAR&reg;,Leatherman,BLACK,,MOLLE BLACK,BOX,81,69.85,48,40.5
37447494765,930364,HOOK CUTTER,Leatherman,,MUT&reg;,,PKG,5,,24,2.5
37447496677,831933,JUICE&reg; C2,Leatherman,SUNRISE YELLOW,,,BOX,64.5,,48,32.25
37447499302,830699,CHARGE&reg; AL,Leatherman,,,STANDARD SHEATH,GIFT,161,139.85,24,80.5
37447500084,831677,MAKO&trade; TI,Leatherman,,,,PEG,40,,12,20
37447501784,831246,STYLE&reg; CS,Leatherman,,,,GIFT,27,,50,13.5
37447505287,930372,CARBON SCRAPER,Leatherman,,MUT&reg; BLACK,,PKG,6,,24,3
37447506284,831947,JUICE&reg; XE6,Leatherman,MOSS GREEN,,,BOX,108,,48,54
37447508172,931011,SAW & FILE REPLACEMENT,Leatherman,BLACK,,BLACK SLEEVE,PKG,10,,24,5
37447508721,831437,WINGMAN&reg;,Leatherman,,,,GIFT,50,,48,25
37447508851,831780,HAIL,Leatherman,,NOT FOR CLIMBING,,PEG,20,,12,10
37447512070,939912,SHEATH,Leatherman,BROWN,LARGE,MOLLE BROWN,PKG,12,,24,6
37447517884,832016,JUICE&reg; S2,Leatherman,GRANITE GRAY,,,PEG,74,,12,37
37447519468,831841,LEAP&trade;,Leatherman,BLUE,,,GIFT,56,,48,28
37447520693,831438,SIDEKICK&reg;,Leatherman,,,STANDARD SHEATH,PEG,60,,12,30
37447524486,831987,JUICE&reg; CS4,Leatherman,GRANITE GRAY,,PREMIUM SHEATH,GIFT,93,,48,46.5
37447528729,832255,TREAD&trade; LINK 10,Leatherman,BLACK,,,PKG,33,,24,16.5
37447537325,939906,SHEATH,Leatherman,BLACK,WAVE&reg;,LEATHER BOX,PKG,6,,24,3
37447538568,831934,JUICE&reg; C2,Leatherman,SUNRISE YELLOW,,PREMIUM SHEATH,BOX,68.5,,48,34.25
37447541193,939907,SHEATH,Leatherman,BROWN,LARGE,MOLLE-USA BROWN,PKG,16,,24,8
37447543241,934885,SHEATH,Leatherman,BLACK,SUPER TOOL&reg; 300,LEATHER BOX,PKG,6,,24,3
37447543302,8602540N,CRATER&reg; C33TX,Leatherman,BLACK,,,PEG,54.6,,12,27.3
37447543647,832239,TREAD&trade; LINK 6,Leatherman,STAINLESS,,,PKG,27.5,,24,13.75
37447543753,831981,JUICE&reg; C2,Leatherman,GRANITE GRAY,,PREMIUM SHEATH,GIFT,70.5,,48,35.25
37447544903,831644,OHT&reg;,Leatherman,COYOTE TAN,,MOLLE BLACK,PEG,108,89.85,12,54
37447549199,831490,STYLE&reg; PS,Leatherman,,,,PEG,33,,12,16.5
37447552847,832267,CROC,Leatherman,,,,BOX,10,,48,5
37447552960,830704,CHARGE&reg; AL,Leatherman,,METRIC BITS,PREMIUM SHEATH,BOX,160,139.85,48,80
37447556074,931009,BIT DRIVER EXTENDER,Leatherman,,,,PKG,18,,24,9
37447556500,831982,JUICE&reg; S2,Leatherman,CINNABAR ORANGE,,PREMIUM SHEATH,GIFT,80,,48,40
37447559907,830705,CHARGE&reg; AL,Leatherman,,METRIC BITS,STANDARD SHEATH,BOX,159,139.85,48,79.5
37447560712,831151,SUPER TOOL&reg; 300,Leatherman,BLACK,,MOLLE BLACK,BOX,103,89.85,48,51.5
37447562075,930365,WRENCH,Leatherman,,MUT&reg;,,PKG,5,,24,2.5
37447562167,830706,CHARGE&reg; AL,Leatherman,,METRIC BITS,PREMIUM SHEATH,PEG,160,139.85,12,80
37447563270,830707,CHARGE&reg; AL,Leatherman,,METRIC BITS,STANDARD SHEATH,PEG,159,139.85,12,79.5
37447563508,831646,OHT&reg;,Leatherman,COYOTE TAN,,MOLLE BROWN,PEG,108,89.85,12,54
37447571077,931005,SHEATH,Leatherman,BLACK,LARGE,MOLLE BLACK,PKG,12,,24,6
37447571190,832265,SIGNAL&trade;,Leatherman,,,STANDARD SHEATH,BOX,124.6,99.85,24,62.3
37447572609,830708,CHARGE&reg; AL,Leatherman,,METRIC BITS,PREMIUM SHEATH,GIFT,162,139.85,24,81
37447573880,830709,CHARGE&reg; AL,Leatherman,,METRIC BITS,STANDARD SHEATH,GIFT,161,139.85,24,80.5
37447578380,832238,TREAD&trade; LINK 5,Leatherman,STAINLESS,,,PKG,32,,24,16
37447579240,830710,CHARGE&reg; ALX,Leatherman,,,PREMIUM SHEATH,BOX,160,139.85,48,80
37447583162,831983,JUICE&reg; S2,Leatherman,CINNABAR ORANGE,,,GIFT,76,,48,38
37447584626,831984,JUICE&reg; CS4,Leatherman,COLUMBIA BLUE,,PREMIUM SHEATH,GIFT,93,,48,46.5
37447588310,830711,CHARGE&reg; ALX,Leatherman,,,STANDARD SHEATH,BOX,159,139.85,48,79.5
37447590771,831939,JUICE&reg; CS4,Leatherman,GRANITE GRAY,,,BOX,87,,48,43.5
37447591716,832247,TREAD&trade; LINK 2,Leatherman,BLACK,,,PKG,33,,24,16.5
37447595332,831799,CAM&trade;,Leatherman,BLACK,,MOLLE BLACK,BOX,34,,48,17
37447595851,860221N,CRATER&reg; C33TX,Leatherman,,,,BOX,46,,48,23
37447597794,831152,SUPER TOOL&reg; 300,Leatherman,BLACK,,MOLLE BLACK,PEG,103,89.85,12,51.5
37447598234,830712,CHARGE&reg; ALX,Leatherman,,,PREMIUM SHEATH,PEG,160,139.85,12,80
37447600128,831562,REBAR&reg;,Leatherman,BLACK,,MOLLE BLACK,PEG,81,69.85,12,40.5
37447601118,830713,CHARGE&reg; ALX,Leatherman,,,STANDARD SHEATH,PEG,159,139.85,12,79.5
37447602313,934890,SHEATH,Leatherman,BLACK,SURGE&reg; & SUPER TOOL&reg; 300,STANDARD SHEATH,PKG,5.5,,24,2.75
37447605567,830714,CHARGE&reg; ALX,Leatherman,,,PREMIUM SHEATH,GIFT,162,139.85,24,81
37447607455,830715,CHARGE&reg; ALX,Leatherman,,,STANDARD SHEATH,GIFT,161,139.85,24,80.5
37447611414,832167,RAPTOR&trade;,Leatherman,BLACK,,UTILITY,BOX,80,69.85,24,40
37447612275,939910,HOLSTER,Leatherman,,RAPTOR&trade;,,PKG,15,,24,7.5
